Id,Category
2997,4
2998,4
2999,8
3000,2
3001,0
3002,1
3003,5
3004,5
3005,4
3006,10
3007,4
3008,0
3009,4
3010,6
3011,9
3012,6
3013,9
3014,8
3015,1
3016,0
3017,5
3018,0
3019,5
3020,6
3021,0
3022,5
3023,9
3024,0
3025,4
3026,7
3027,2
3028,10
3029,6
3030,5
3031,6
3032,9
3033,5
3034,8
3035,4
3036,1
3037,4
3038,10
3039,0
3040,1
3041,9
3042,10
3043,1
3044,7
3045,3
3046,4
3047,1
3048,5
3049,0
3050,2
3051,7
3052,1
3053,10
3054,0
3055,9
3056,9
3057,9
3058,0
3059,10
3060,8
3061,0
3062,7
3063,9
3064,0
3065,9
3066,6
3067,6
3068,10
3069,5
3070,3
3071,0
3072,0
3073,6
3074,0
3075,2
3076,3
3077,3
3078,3
3079,5
3080,9
3081,10
3082,9
3083,9
3084,9
3085,3
3086,5
3087,2
3088,7
3089,3
3090,9
3091,2
3092,9
3093,5
3094,0
3095,4
3096,2
3097,0
3098,6
3099,4
3100,0
3101,9
3102,5
3103,4
3104,7
3105,0
3106,0
3107,9
3108,8
3109,5
3110,9
3111,8
3112,5
3113,7
3114,9
3115,9
3116,7
3117,0
3118,6
3119,7
3120,5
3121,9
3122,5
3123,4
3124,8
3125,3
3126,9
3127,5
3128,7
3129,0
3130,7
3131,5
3132,4
3133,4
3134,5
3135,4
3136,4
3137,2
3138,1
3139,6
3140,5
3141,6
3142,9
3143,9
3144,10
3145,8
3146,1
3147,7
3148,4
3149,0
3150,5
3151,2
3152,0
3153,0
3154,9
3155,9
3156,0
3157,0
3158,4
3159,9
3160,6
3161,1
3162,8
3163,5
3164,9
3165,0
3166,9
3167,9
3168,2
3169,0
3170,0
3171,9
3172,0
3173,7
3174,1
3175,7
3176,10
3177,4
3178,6
3179,0
3180,0
3181,0
3182,9
3183,8
3184,1
3185,8
3186,9
3187,6
3188,5
3189,6
3190,3
3191,3
3192,5
3193,4
3194,4
3195,3
3196,10
3197,8
3198,2
3199,2
3200,10
3201,3
3202,7
3203,9
3204,7
3205,10
3206,4
3207,6
3208,2
3209,5
3210,4
3211,4
3212,9
3213,4
3214,10
3215,9
3216,9
3217,4
3218,4
3219,9
3220,9
3221,9
3222,3
3223,1
3224,1
3225,0
3226,9
3227,9
3228,4
3229,6
3230,0
3231,4
3232,6
3233,5
3234,6
3235,5
3236,3
3237,7
3238,1
3239,0
3240,9
3241,10
3242,6
3243,8
3244,3
3245,6
3246,10
3247,3
3248,9
3249,7
3250,10
3251,5
3252,3
3253,8
3254,8
3255,9
3256,0
3257,8
3258,5
3259,5
3260,9
3261,5
3262,8
3263,6
3264,0
3265,0
3266,9
3267,8
3268,7
3269,6
3270,5
3271,4
3272,9
3273,10
3274,4
3275,8
3276,0
3277,0
3278,0
3279,9
3280,6
3281,10
3282,9
3283,1
3284,9
3285,1
3286,7
3287,3
3288,4
3289,1
3290,7
3291,9
3292,8
3293,2
3294,10
3295,6
3296,8
3297,10
3298,9
3299,7
3300,5
3301,9
3302,7
3303,0
3304,10
3305,9
3306,9
3307,9
3308,5
3309,9
3310,1
3311,9
3312,9
3313,1
3314,8
3315,1
3316,4
3317,9
3318,3
3319,1
3320,2
3321,4
3322,8
3323,3
3324,0
3325,2
3326,1
3327,0
3328,5
3329,4
3330,3
3331,9
3332,3
3333,8
3334,4
3335,5
3336,9
3337,10
3338,1
3339,4
3340,7
3341,4
3342,6
3343,8
3344,3
3345,0
3346,9
